"STATISTIC","Statistic Label","C03514V04244","Electoral Division","TLIST(A1)","Year","UNIT","VALUE"
"IIA10","Median earned income per person working","04019","019 Donabate, Fingal","2016","2016","Euro","34101"
"IIA10","Median earned income per person working","04020","020 Dubber, Fingal","2016","2016","Euro","30884"
"IIA10","Median earned income per person working","04021","021 Garristown, Fingal","2016","2016","Euro","25165"
"IIA10","Median earned income per person working","04022","022 Hollywood, Fingal","2016","2016","Euro","27700"
"IIA10","Median earned income per person working","04023","023 Holmpatrick, Fingal","2016","2016","Euro","30951"
"IIA10","Median earned income per person working","04024","024 Howth, Fingal","2016","2016","Euro","25356"
"IIA10","Median earned income per person working","04025","025 Kilsallaghan, Fingal","2016","2016","Euro","24877"
"IIA10","Median earned income per person working","04026","026 Kinsaley, Fingal","2016","2016","Euro","29825"
"IIA10","Median earned income per person working","04027","027 Lucan North, Fingal","2016","2016","Euro","31846"
"IIA10","Median earned income per person working","04028","028 Lusk, Fingal","2016","2016","Euro","27282"
"IIA10","Median earned income per person working","04029","029 Malahide East, Fingal","2016","2016","Euro","25158"
"IIA10","Median earned income per person working","04030","030 Malahide West, Fingal","2016","2016","Euro","23658"
"IIA10","Median earned income per person working","04031","031 Portmarnock North, Fingal","2016","2016","Euro","23437"
"IIA10","Median earned income per person working","04032","032 Portmarnock South, Fingal","2016","2016","Euro","27713"
"IIA10","Median earned income per person working","04033","033 Rush, Fingal","2016","2016","Euro","22431"
"IIA10","Median earned income per person working","04034","034 Skerries, Fingal","2016","2016","Euro","22523"
"IIA10","Median earned income per person working","04035","035 Sutton, Fingal","2016","2016","Euro","29345"
"IIA10","Median earned income per person working","04036","036 Swords-Forrest, Fingal","2016","2016","Euro","24748"
"IIA10","Median earned income per person working","04037","037 Swords-Glasmore, Fingal","2016","2016","Euro","28271"
"IIA10","Median earned income per person working","04038","038 Swords-Lissenhall, Fingal","2016","2016","Euro","32538"
"IIA10","Median earned income per person working","04039","039 Swords-Seatown, Fingal","2016","2016","Euro","33370"
"IIA10","Median earned income per person working","04040","040 Swords Village, Fingal","2016","2016","Euro","26654"
"IIA10","Median earned income per person working","04041","041 The Ward, Fingal","2016","2016","Euro","35118"
"IIA10","Median earned income per person working","04042","042 Turnapin, Fingal","2016","2016","Euro","30526"
"IIA10","Median earned income per person working","05001","001 Ballinteer-Broadford, Dún Laoghaire-Rathdown","2016","2016","Euro","43412"
"IIA10","Median earned income per person working","05002","002 Ballinteer-Ludford, Dún Laoghaire-Rathdown","2016","2016","Euro","26089"
"IIA10","Median earned income per person working","05003","003 Ballinteer-Marley, Dún Laoghaire-Rathdown","2016","2016","Euro","36500"
"IIA10","Median earned income per person working","05004","004 Ballinteer-Meadowbroads, Dún Laoghaire-Rathdown","2016","2016","Euro","25170"
"IIA10","Median earned income per person working","05005","005 Ballinteer-Meadowmount, Dún Laoghaire-Rathdown","2016","2016","Euro","14040"
"IIA10","Median earned income per person working","05006","006 Ballinteer-Woodpark, Dún Laoghaire-Rathdown","2016","2016","Euro","21044"
"IIA10","Median earned income per person working","05007","007 Ballybrack, Dún Laoghaire-Rathdown","2016","2016","Euro","24043"
"IIA10","Median earned income per person working","05008","008 Blackrock-Booterstown, Dún Laoghaire-Rathdown","2016","2016","Euro","35565"
"IIA10","Median earned income per person working","05009","009 Blackrock-Carysfort, Dún Laoghaire-Rathdown","2016","2016","Euro","36296"
"IIA10","Median earned income per person working","05010","010 Blackrock-Central, Dún Laoghaire-Rathdown","2016","2016","Euro","33780"
"IIA10","Median earned income per person working","05011","011 Blackrock-Glenomena, Dún Laoghaire-Rathdown","2016","2016","Euro","31704"
"IIA10","Median earned income per person working","05012","012 Blackrock-Monkstown, Dún Laoghaire-Rathdown","2016","2016","Euro","22156"
"IIA10","Median earned income per person working","05013","013 Blackrock-Newpark, Dún Laoghaire-Rathdown","2016","2016","Euro","29098"
"IIA10","Median earned income per person working","05014","014 Blackrock-Seapoint, Dún Laoghaire-Rathdown","2016","2016","Euro","29659"
"IIA10","Median earned income per person working","05015","015 Blackrock-Stradbrook, Dún Laoghaire-Rathdown","2016","2016","Euro","29525"
"IIA10","Median earned income per person working","05016","016 Blackrock-Templehill, Dún Laoghaire-Rathdown","2016","2016","Euro","35660"
"IIA10","Median earned income per person working","05017","017 Blackrock-Williamstown, Dún Laoghaire-Rathdown","2016","2016","Euro","38152"
"IIA10","Median earned income per person working","05018","018 Cabinteely-Granitefield, Dún Laoghaire-Rathdown","2016","2016","Euro","28661"
"IIA10","Median earned income per person working","05019","019 Cabinteely-Kilbogget, Dún Laoghaire-Rathdown","2016","2016","Euro","34995"
"IIA10","Median earned income per person working","05020","020 Cabinteely-Loughlinstown, Dún Laoghaire-Rathdown","2016","2016","Euro","49449"
"IIA10","Median earned income per person working","05021","021 Cabinteely-Pottery, Dún Laoghaire-Rathdown","2016","2016","Euro","44179"
"IIA10","Median earned income per person working","05022","022 Churchtown-Castle, Dún Laoghaire-Rathdown","2016","2016","Euro","27352"
"IIA10","Median earned income per person working","05023","023 Churchtown-Landscape, Dún Laoghaire-Rathdown","2016","2016","Euro","26813"
"IIA10","Median earned income per person working","05024","024 Churchtown-Nutgrove, Dún Laoghaire-Rathdown","2016","2016","Euro","25298"
"IIA10","Median earned income per person working","05025","025 Churchtown-Orwell, Dún Laoghaire-Rathdown","2016","2016","Euro","29028"
"IIA10","Median earned income per person working","05026","026 Churchtown-Woodlawn, Dún Laoghaire-Rathdown","2016","2016","Euro","29999"
"IIA10","Median earned income per person working","05027","027 Clonskeagh-Belfield, Dún Laoghaire-Rathdown","2016","2016","Euro","47637"
"IIA10","Median earned income per person working","05028","028 Clonskeagh-Farranboley, Dún Laoghaire-Rathdown","2016","2016","Euro","23837"
"IIA10","Median earned income per person working","05029","029 Clonskeagh-Milltown, Dún Laoghaire-Rathdown","2016","2016","Euro","35952"
"IIA10","Median earned income per person working","05030","030 Clonskeagh-Roebuck, Dún Laoghaire-Rathdown","2016","2016","Euro","35000"
"IIA10","Median earned income per person working","05031","031 Clonskeagh-Windy Arbour, Dún Laoghaire-Rathdown","2016","2016","Euro","39021"
"IIA10","Median earned income per person working","05032","032 Dalkey-Avondale, Dún Laoghaire-Rathdown","2016","2016","Euro","31668"
"IIA10","Median earned income per person working","05033","033 Dalkey-Bullock, Dún Laoghaire-Rathdown","2016","2016","Euro","30000"
"IIA10","Median earned income per person working","05034","034 Dalkey-Coliemore, Dún Laoghaire-Rathdown","2016","2016","Euro","28360"
"IIA10","Median earned income per person working","05035","035 Dalkey Hill, Dún Laoghaire-Rathdown","2016","2016","Euro","24556"
"IIA10","Median earned income per person working","05036","036 Dalkey Upper, Dún Laoghaire-Rathdown","2016","2016","Euro","22991"
"IIA10","Median earned income per person working","05037","037 Dundrum-Balally, Dún Laoghaire-Rathdown","2016","2016","Euro","39999"
"IIA10","Median earned income per person working","05038","038 Dundrum-Kilmacud, Dún Laoghaire-Rathdown","2016","2016","Euro","33958"
"IIA10","Median earned income per person working","05039","039 Dundrum-Sandyford, Dún Laoghaire-Rathdown","2016","2016","Euro","24539"
"IIA10","Median earned income per person working","05040","040 Dundrum-Sweetmount, Dún Laoghaire-Rathdown","2016","2016","Euro","24124"
"IIA10","Median earned income per person working","05041","041 Dundrum-Taney, Dún Laoghaire-Rathdown","2016","2016","Euro","29910"
"IIA10","Median earned income per person working","05042","042 Dún Laoghaire-East Central, Dún Laoghaire-Rathdown","2016","2016","Euro","33634"
"IIA10","Median earned income per person working","05043","043 Dún Laoghaire-Glasthule, Dún Laoghaire-Rathdown","2016","2016","Euro","30564"
"IIA10","Median earned income per person working","05044","044 Dún Laoghaire-Glenageary, Dún Laoghaire-Rathdown","2016","2016","Euro","33724"
"IIA10","Median earned income per person working","05045","045 Dún Laoghaire-Monkstown Farm, Dún Laoghaire-Rathdown","2016","2016","Euro","25627"
"IIA10","Median earned income per person working","05046","046 Dún Laoghaire-Mount Town, Dún Laoghaire-Rathdown","2016","2016","Euro","24373"
"IIA10","Median earned income per person working","05047","047 Dún Laoghaire-Sallynoggin East, Dún Laoghaire-Rathdown","2016","2016","Euro","32758"
"IIA10","Median earned income per person working","05048","048 Dún Laoghaire-Sallynoggin South, Dún Laoghaire-Rathdown","2016","2016","Euro","20025"
"IIA10","Median earned income per person working","05049","049 Dún Laoghaire-Sallynoggin West, Dún Laoghaire-Rathdown","2016","2016","Euro","35713"
"IIA10","Median earned income per person working","05050","050 Dún Laoghaire-Sandycove, Dún Laoghaire-Rathdown","2016","2016","Euro","24516"
"IIA10","Median earned income per person working","05051","051 Dún Laoghaire-Salthill, Dún Laoghaire-Rathdown","2016","2016","Euro","38855"
"IIA10","Median earned income per person working","05052","052 Dún Laoghaire-West Central, Dún Laoghaire-Rathdown","2016","2016","Euro","35001"
"IIA10","Median earned income per person working","05053","053 Foxrock-Beechpark, Dún Laoghaire-Rathdown","2016","2016","Euro","28532"
"IIA10","Median earned income per person working","05054","054 Foxrock-Carrickmines, Dún Laoghaire-Rathdown","2016","2016","Euro","36917"
"IIA10","Median earned income per person working","05055","055 Foxrock-Deans Grange, Dún Laoghaire-Rathdown","2016","2016","Euro","31846"
"IIA10","Median earned income per person working","05056","056 Foxrock-Torquay, Dún Laoghaire-Rathdown","2016","2016","Euro","33930"
"IIA10","Median earned income per person working","05057","057 Glencullen, Dún Laoghaire-Rathdown","2016","2016","Euro","47208"
"IIA10","Median earned income per person working","05058","058 Killiney North, Dún Laoghaire-Rathdown","2016","2016","Euro","24501"
"IIA10","Median earned income per person working","05059","059 Killiney South, Dún Laoghaire-Rathdown","2016","2016","Euro","37288"
"IIA10","Median earned income per person working","05060","060 Shankill-Rathmichael, Dún Laoghaire-Rathdown","2016","2016","Euro","30747"
"IIA10","Median earned income per person working","05061","061 Shankill-Rathsallagh, Dún Laoghaire-Rathdown","2016","2016","Euro","23557"
